instance_size;density;lb_deviation;lb_hit;execution_time
(7, 7);LD;0.015937281846599146;82;0.13960367918014527
(7, 7);MD;0.025677940882847295;73;0.12945868730545043
(7, 7);HD;0.013654444759374516;90;0.11762912511825561
